item_id,title,brand,url,category_id,condition_id,item_location_country_id,item_location_city,marketplace_id,searching_marketplace
146198679706,Dyson BALLANIMALORIG (Upright Vacuum Cleaner - Nickel/Silver) New 2023,Dyson,https://www.ebay.com/itm/146198679706,20614,1500,GB,Ilford,EBAY_GB,EBAY_IE
196789738058,"Dyson V8 Animal Cordless Vacuum Cleaner, Tools, And Charger - Good condition!",Dyson,https://www.ebay.com/itm/196789738058?amdata=enc%3AAQAJAAAAoHoV3kP08IDx%2BKZ9MfhVJKlRuEyeTHkjKiHgZEYWyALDYX58VxnirMYvNcMwaVBzo%2FzcsKx2xINQySJ7j7I4lUaHqbOsouRWIH%2F0O2TdrraaDS1Pm1pBaww6idHbLvdmqhWUSIZAR3G0lbrR5XPcD8Of3bJkZwlHsG4Ws7ChuGWOs3FPpKDhX0d8VJZj%2FInumjv7H4HKmA2%2Fh8VWe8izoOM%3D,20614,3000,GB,Rochdale,EBAY_GB,EBAY_IE
335679608144,Dyson V11 OUTSIZE Cordless Vacuum Cleaner RED FREE DELIVERY,Dyson,https://www.ebay.com/itm/335679608144,20614,3000,GB,Bournemouth,EBAY_GB,EBAY_IE
276737470581,Dyson DC33 Multi Floor Upright Hoover Vacuum Cleaner - Serviced & Cleaned,Dyson,https://www.ebay.com/itm/276737470581,20614,3000,GB,Batley,EBAY_GB,EBAY_IE
276685164976,Dyson V15 Vacuum Cleaner FUNCTIONAL,Dyson,https://www.ebay.com/itm/276685164976,20614,3000,FR,Tours,EBAY_FR,EBAY_IE
186758441127,Dyson V10 Absolute ORIGINAL Vacuum Cleaner,Dyson,https://www.ebay.com/itm/186758441127,20614,3000,FR,Châteauroux,EBAY_FR,EBAY_IE
395818670281,Dyson Cyclone V10 Absolute Vacuum Cleaner,Dyson,https://www.ebay.com/itm/395818670281?amdata=enc%3AAQAJAAAAoHoV3kP08IDx%2BKZ9MfhVJKmE2n1Ky57IOz410E7R%2FpVGEUwMcXl4vj0hl5Du8k0NnTVA2u%2FqppgaRiqK6tOAr1IqYPtrvajSIq8IL4vExa7sDxYu7q9mjR%2BqfQ2fhFWT3LXoKSK1yOYv1hEFpFDUwFJHZtVGnHIBSpj02Xy6xH5ArL5VG3fW5N90SnbZFrYPeAOO0V9cbG09SSNSA1uLopA%3D,20614,3000,FR,Tours,EBAY_FR,EBAY_IE
114403350735,Dyson Big Ball CY28 Cylinder Vacuum Cleaner Serviced & Cleaned,Dyson,https://www.ebay.com/itm/114403350735?amdata=enc%3AAQAJAAAAoHoV3kP08IDx%2BKZ9MfhVJKkj3Jb9znCu4kSYQ9cdbhUIs%2BgLDFZ5my8GlUuncbVrNeJvjkhuvFyB7m03O5O%2FMHrtt8cJsPI3UpPWr%2FCcchX4y4mSVFKVFyZ8EtZVfjzOlYM3lSR%2F0ETPUndDllmEqBkGs8KpuTkkcTzrhAUD1%2FGhqUwSytN2HUy8y0f5PQdGWlB%2BXH7FjavS6HXSuLbsgZw%3D,20614,3000,GB,Coalville,EBAY_GB,EBAY_IE
114141219453,Dyson DC54 Ball Silver Animal Cinetic Cylinder Vacuum Cleaner Serviced & Cleaned,Dyson,https://www.ebay.com/itm/114141219453?amdata=enc%3AAQAJAAAAoHoV3kP08IDx%2BKZ9MfhVJKkMZKlGzeL%2BXnESGJWZQrqSSeb%2F2Ljy0dcgtVCWlxJ9rGBzNsNKS7mLuSho5i3lQFHkvKx%2BmSWWleP7gDEupEhsl5XfbaZUkLDbicVpMRnO%2B4ZVXKdFPX%2FGr3cK2y3EYVY4rwcZVdjx2NpKxphr0k3qrjT6dqhi3%2BEtjGASvGA7KctK2eYlsrTq4Z2GFniELZ4%3D,20614,3000,GB,Coalville,EBAY_GB,EBAY_IE
123933892748,Dyson DC20 Animal Stowaway Cylinder Cleaner Serviced & Cleaned,Dyson,https://www.ebay.com/itm/123933892748?amdata=enc%3AAQAJAAAAoHoV3kP08IDx%2BKZ9MfhVJKnpDgRA0ZQcyp9NHo6AveFzpsX6o6GmYqMt3L6Ki%2BB8JbsRRp0owNkHb7Nvc3k9dcYwS%2BM3%2BIFC%2FxbBzNTK0jp6VjW3DM2lvUtQ8R8V%2Fuu%2FDprgBWWnPg2xs52Bh6h8TOj%2FmLY0s8s6Cq8pZ5ES0ddsIlmi5mDs%2Bgo0xXElu6mhLTCT03atjnu8Ukm9ERa%2FOM0%3D,20614,3000,GB,Coalville,EBAY_GB,EBAY_IE
115322465586,Dyson V7 Cordless Handheld Hoover Vacuum Cleaner Animal - Serviced & Cleaned,Dyson,https://www.ebay.com/itm/115322465586?amdata=enc%3AAQAJAAAAoHoV3kP08IDx%2BKZ9MfhVJKmPJCzAbTWhtXNPBO73Yvx9wnBBDcW%2B39WKEpJywy59oZO5Xa%2BCfoefoa6GO4zIHNEfnHBS0ILAipFC%2Fyq%2BSu1WFCVdk1Eu4BxO5okcANq%2B0t44avHw9%2BLqzHG9lr%2B2Mhcr1n2T%2BlC4z67x0EEP8219yTy0K9vpgmC8857GWbzx5fbKtMm8WT3lUSzdcPIeZnM%3D,20614,3000,GB,Coalville,EBAY_GB,EBAY_IE
267003988514,Dyson V15 Detect Absolute Cordless Stick Vacuum Cleaner LCD Yellow/Nickel Hoover,Dyson,https://www.ebay.com/itm/267003988514,20614,1500,GB,West yorkshire,EBAY_GB,EBAY_IE
126361612240,DYSON DC19 T2 MULTI FLOOR - YELLOW - 1600W CYLINDER VACUUM CLEANER ✔ WARRANTY! ✔,Dyson,https://www.ebay.com/itm/126361612240?amdata=enc%3AAQAJAAAAoHoV3kP08IDx%2BKZ9MfhVJKk019hAluaExkzuS7w%2BQG9gt5CGblnfIpApN06xWsFZoThEEC3wNZWBeFZCm8CC8U892wpvHhXbLSG%2B5vEYwXdaDlCJ9CeG59S%2Fp9hSqt0GevC3ZoZ%2B8H8f8cvwtvFS%2Bl1XUPtMsGqr9WNihcHQc%2FCSqnzVrvrXyByCN%2FB4tkf8DZ2vDhMufI%2BMhCBDUmMxO2g%3D,20614,3000,GB,Brighouse,EBAY_GB,EBAY_IE
387613367005,Dyson Cyclone V10 Cordless Vacuum Cleaner,Dyson,https://www.ebay.com/itm/387613367005,20614,3000,DE,Schwarzenbek,EBAY_DE,EBAY_IE
356275107666,Dyson V11 Advanced Cordless Cleaner Nickel & Purple 2 Year Warranty,Dyson,https://www.ebay.com/itm/356275107666?amdata=enc%3AAQAJAAAAoHoV3kP08IDx%2BKZ9MfhVJKkRLUa9A--vqxz4keQkf6Sl38RlFyS%2FSFc6XcrkQmBZS6q3se71FtlZQefw8VO7vAsaOEA1PANFUsrJXBNCs6oWjVP4tBGQPXK1S%2BUOnzPi5UtMrv8DGp3NKlFatwHNV19X6ihDYLCSpS8pt2w84aEjDWuEd%2FupmaEsH4kGj85PYqmMii56BUhmpFfi58yqEb4%3D,20614,1000,GB,London,EBAY_GB,EBAY_IE
387613446609,Dyson V7 Motorhead Cordless Vacuum Cleaner Nickel/Fuchsia,Dyson,https://www.ebay.com/itm/387613446609,20614,3000,DE,Schwarzenbek,EBAY_DE,EBAY_IE
134899699002,Dyson DC25 Animal Multi Floor Ball Upright Vacuum Cleaner - Serviced & Cleaned,Dyson,https://www.ebay.com/itm/134899699002?amdata=enc%3AAQAJAAAAoHoV3kP08IDx%2BKZ9MfhVJKliqs2Yg%2BK0ITr%2Bq9im0%2FBO7qaVLIvY99Dw8ylmuZm61D6MqC4SeDN0%2BHqSjxdE0dhyUq42mUguKkyXbBFZ4ao0ANXAIkL%2Bb%2BbQco7sjHT74b8PGH8rxDl3MtCkJRZoA%2Fgp6dgUpfD6PjavvU3fT9MZGJxS5jW5CN%2F3usGiP%2FJHkit3cQWs6gQNfcOm8FREob4%3D,20614,3000,GB,Brighouse,EBAY_GB,EBAY_IE
126251253469,DYSON DC40 - MULTI FLOOR YELLOW - ROLLERBALL VACUUM CLEANER ✔ WARRANTY! ✔,Dyson,https://www.ebay.com/itm/126251253469?amdata=enc%3AAQAJAAAAoHoV3kP08IDx%2BKZ9MfhVJKnQXVCedPxh3AnehREMPI6iWgML3rNCk6RG9ygnd4fp4Rzm4LY%2B5yuUYQ%2BEWsYFS8K9MDXZC4bjZbQpxmh5e9dLVVkBNQcN0yI70O2HW1b89imFL55XyG0DBoMkK02QhG%2F%2B3MiqErmw205aFbqHtX%2BfhdNeoQMX%2F05weBtKkR21bC1MPWotY17E12KT6oYzsng%3D,20614,3000,GB,Brighouse,EBAY_GB,EBAY_IE
201442420868,Dyson DC24 Ball Refurbished Lightweight Upright Vacuum Cleaner 1 Year Warranty,Dyson,https://www.ebay.com/itm/201442420868?amdata=enc%3AAQAJAAAAoHoV3kP08IDx%2BKZ9MfhVJKktx5Ienp6Ir40OAOVSMg4JtvuoxjfvQddRAtXf97EPOxJVv%2FQLJbX9D%2F6gHoFWwCUORpzK3r9t3A61VALXR3WV2UKVY0dWfTzQbqlVWsN6K9SS0yaLCcOckw31TmXpsj2YXEBHUpy4Bud5l4BKk1BCEPJhnHds%2B8y8%2B4Id%2BaCYHxCJu%2F%2B5OzD0bErSDTdYWcw%3D,20614,2020,GB,Colchester,EBAY_GB,EBAY_IE
126251255194,DYSON DC40 - ANIMAL PET PURPLE - ROLLERBALL VACUUM CLEANER ✔ WARRANTY! ✔,Dyson,https://www.ebay.com/itm/126251255194?amdata=enc%3AAQAJAAAAoHoV3kP08IDx%2BKZ9MfhVJKmofuulfGQeRy0rXH9LnH1XVJcR%2BYMaQfRRQ7gHE4Y5WAikDgwlElel3JemustI%2FJBQR9QaJj1Qo%2Fx4Xv12OhdFL2te3SwhVm1nH1A4QDKolcrQFo05Sw%2BlNGkJOLGs0i35wYNVl3RJsybvZQflDCJYHWHIBF%2BhXNA5vMpz56U5GjzHd%2FvnyUo%2BGgTkALVUdHE%3D,20614,3000,GB,Brighouse,EBAY_GB,EBAY_IE
116213156388,"Dyson DC32 Animal Cylinder Hoover Vacuum Cleaner w/ Hose, Tube, Accessories",Dyson,https://www.ebay.com/itm/116213156388?amdata=enc%3AAQAJAAAAoHoV3kP08IDx%2BKZ9MfhVJKla51BGrxZwfTK4%2FHxj2EzfAnZPHwhQwqqkg0wYpPaj64LrKA%2FCMc%2FZeS5Dh0uRkd0qi3HwxpUCHCn1Fy3MWQiBxDb5FAn3VGi9A%2FFlRuicBoLETTFNBnbAuapnkjufoXnPGfZDwPUeLQqlBJkHit3k1qjCIxKlDKw015dyVW4gBTqmpgk4YTuuGwsE64hxj5Y%3D,20614,3000,GB,Cheltenham,EBAY_GB,EBAY_IE
356125108837,Dyson v10 Cyclone Total Clean Cordless Bagless Stick Vacuum Cleaner Hoover,Dyson,https://www.ebay.com/itm/356125108837?amdata=enc%3AAQAJAAAAoHoV3kP08IDx%2BKZ9MfhVJKmj4RKFkhqzMerpKJi4bk%2FoVlkq23Zv5P6s65X0qS7JkmjoOqnFHknI9cDGiNWc5T0KU4ChMDN%2BSh3Aei5XkCTPRepeYFBt1B179%2FT16H2y%2BKceQmFpPIZ6moZQJUZqKqNGAyDTxr3ZO2hucf8QZhq45HZaa5Ovjl687K%2Fw7AxSbD4j1zpf6RK%2F6wLKdiA0KMM%3D,20614,3000,GB,Spennymoor,EBAY_GB,EBAY_IE
286144771162,NEW Dyson V8™ Stick Vacuum with Fluffyᵀᴹ Cleaner Head 4471026-01,Dyson,https://www.ebay.com/itm/286144771162,20614,1000,GB,Northampton,EBAY_GB,EBAY_IE
126774300453,DYSON CY23 CINETIC BIG BALL CYLINDER VACUUM CLEANER ✔ WARRANTY! ✔,Dyson,https://www.ebay.com/itm/126774300453?amdata=enc%3AAQAJAAAAoHoV3kP08IDx%2BKZ9MfhVJKnuPtUx2yXKy5tamhyM%2BMlImTEZaOIgjGIpOAnUEwSHhjrLDtKyXRdjKG9Nh0EuIJ0bl8LbHUgdEDQs040Gmv7d14e9pd7hrklaJ3ORnF9Zo5QxQE7Kd0kIPn8RKBCOuaS7toC5l5%2BrjawwDjVTtDDJmRDAtjuxTZ9AehNWb27y7nkJiZtqQSsLsyQnxFLejjg%3D,20614,3000,GB,Brighouse,EBAY_GB,EBAY_IE
126543764182,DYSON DC07 - ANIMAL - 1600W UPRIGHT VACUUM CLEANER ✔ NEW MOTOR ✔ WARRANTY ✔,Dyson,https://www.ebay.com/itm/126543764182?amdata=enc%3AAQAJAAAAoHoV3kP08IDx%2BKZ9MfhVJKkFJlnvGhZvCEy7pLXuw5kynzG%2FcPMmVhLyuBtL0EDGOnB2bomZa77iLKWvZuQ9WiDs62TYWNIHL3uJqADDQnJrbNbUlj4cZbZOmbhmUCsDUgkxvYzz2rtKM3V5a9o5is87nOx%2BvAnBrrEbqBoWFqR6bYU27qkVfEOuieoGcR34%2FUmwVdZu0gVvsrib0KCyF0Y%3D,20614,3000,GB,Brighouse,EBAY_GB,EBAY_IE
256661172106,DYSON SV19 OMNI-GLIDE CORDLESS VACUUM CLEANER & CHARGER READ DESCRIPTION,Dyson,https://www.ebay.com/itm/256661172106?amdata=enc%3AAQAJAAAAoHoV3kP08IDx%2BKZ9MfhVJKm9tu9E3X771Pfq1UKajbW9k6rJhYgIEu0Uo7QqjKfUGiPXgXJifaWEyzGm72pYH7YDIUzOyXzr5tiNRZftkcoujgVbC8Pe0Ht8m980dGYOz6aXorYkBPj1lzE6VXUlqXNRZMQHOuT0NmwIjkxnbMavS4DcAyOOKerNp%2FCwnTswvydTEIs51iam9jdyeVpyY4c%3D,20614,3000,GB,Leicester,EBAY_GB,EBAY_IE
115322469956,Dyson V8 Cordless Handheld Hoover Vacuum Cleaner Animal - Serviced & Cleaned,Dyson,https://www.ebay.com/itm/115322469956?amdata=enc%3AAQAJAAAAoHoV3kP08IDx%2BKZ9MfhVJKn%2F2Os9d2s%2Fd--tMVfYcmc6ymRUsqF72dpacqTvr21Byg6BNJ1TAOZKupcv04cl6LRbnDexEk7Kx0SrHcxKtPr2SDJmA6h%2BOf09BGATvEJ8zSOElGrxZhnq6CG6IvsLNMLX94UxjoO8lrZWMGO7hMq9QMXyvoLfc80yThJNSwYcYqgnj6FkL%2BNSdpuaYniqTGY%3D,20614,3000,GB,Coalville,EBAY_GB,EBAY_IE
126251810270,DYSON DC25 MK2 ANIMAL PETS UPRIGHT ROLLERBALL VACUUM CLEANER ✔ WARRANTY! ✔,Dyson,https://www.ebay.com/itm/126251810270?amdata=enc%3AAQAJAAAAoHoV3kP08IDx%2BKZ9MfhVJKnXsS%2B%2FuDebdJ%2FCcXpPVbbAiV6JRnBW5aAft%2FF6MDcj9%2BRHJSfqFvsS30HQF2127cw2JZQBUPfL9VnboD4khdL6zjotz2h7auAwLC3j%2B0LsrQLRJ6T5T36Cesojjd00xRxLJ6psq5hob%2B5ZRLT7b7eBLDi03MyRL0CKssf4QN4hlx2rdpUEkQdWs4siW%2BNAOes%3D,20614,3000,GB,Brighouse,EBAY_GB,EBAY_IE
387503493647,Dyson DC33 Upright Vacuum Cleaner Tested Corded Multi Floor Home Ware yellow,Dyson,https://www.ebay.com/itm/387503493647?amdata=enc%3AAQAJAAAAoHoV3kP08IDx%2BKZ9MfhVJKkOHtRFIWRSP0AZQrzHS4O1%2Bd%2FeD0CZLI1yVn3mmgLl1RC2yVz0LkU2mJhtWE8Bo7P5e%2BcpS6bOZf0bSiuKhJlig0b%2F3iKGKmHHhkccvXpXBvYncTYoHWTrVSzsrxX8XXSN8%2Bbn6YCZUnQuUoVloQ%2BXj6Rfnu%2FRUFKRMmjvE8BNdK16b2zmBL6P%2BmNjT%2B2o69I%3D,20614,3000,GB,Yeovil,EBAY_GB,EBAY_IE
276717264218,Dyson V12 SV26 Slim Motor + Battery,Dyson,https://www.ebay.com/itm/276717264218,20614,3000,FR,Le mans,EBAY_FR,EBAY_IE
405294888345,Dyson V8 Animal Cordless Lightweight Vacuum Cleaner,Dyson,https://www.ebay.com/itm/405294888345,20614,3000,GB,Peterborough,EBAY_GB,EBAY_IE
126665949203,Dyson V6 Cordless Vacuum Cleaner - Decent Battery With Charger - Silver,Dyson,https://www.ebay.com/itm/126665949203?amdata=enc%3AAQAJAAAAoHoV3kP08IDx%2BKZ9MfhVJKm9SzA2tQm43O6h6KEpSwo5LEqh2PZR76Yxloj3nqlYq0SyTGwJW1QgqESCcA5fa9molN6dLlPpn64h8gNqi1TU3bzTq6zT3usK6SqUnZemLR8LBPdd%2B7RpvqPzPCwbvsYFljMg34m4flq8SH4TsL4kPCgAzb9Zs4AzvJnIRgB71JZr60RGCIKDto23n%2BMy0yc%3D,20614,3000,GB,Shipley,EBAY_GB,EBAY_IE
126252033551,DYSON DC07 - YELLOW - 1600W UPRIGHT VACUUM CLEANER ✔ NEW MOTOR ✔ WARRANTY ✔,Dyson,https://www.ebay.com/itm/126252033551?amdata=enc%3AAQAJAAAAoHoV3kP08IDx%2BKZ9MfhVJKki1rNYM7i23IWuYRXluX1ulvazLx4zYgE9NG%2FOc4xkE%2BG1z%2BEMGcsIewPuSowF5z8pz9duiQxNljlwDvrEEaPNqxizz5G4pQKpjpA7ZrHPpHbR66O9oe%2FMXIz5UECejfuPFIQ%2BdQmwCEeEzs%2FjCedb0OWfL33RCSqn7Wc26Gqb2DZTVMuQgRrd%2FvngUuVreRs%3D,20614,3000,GB,Brighouse,EBAY_GB,EBAY_IE
305844773921,dyson cinetic big ball multifloor 2 vacuum cleaner,Dyson,https://www.ebay.com/itm/305844773921,20614,3000,DE,Gelsenkirchen,EBAY_DE,EBAY_IE
276706629329,DYSON V11 Extra Cordless Vacuum Cleaner with LCD Screen Red & Purple V11EXTRA,Dyson,https://www.ebay.com/itm/276706629329?amdata=enc%3AAQAJAAAAoHoV3kP08IDx%2BKZ9MfhVJKm%2BQmkbGtUOxi%2B%2Bf4zaVdzOnJqkFq9y%2BrxgQIWawwJjrxa0lLhaOtvba6L4OJAymNw9OYSGkQSOF1TF7%2FMfTbZdMIefpLrmLFNUAArKxBeTOS5wcubfRBc4u9j%2BNc8SBIwoXZboXzOqKxeAIItJGY7Jz3B%2FVfKaIRQeNIGiIeVWB2Ri37Vn%2FX9%2BfzJX7NcUPCE%3D,20614,1000,GB,London,EBAY_GB,EBAY_IE
167103754856,Dyson V6 Trigger Pro Vacuum Cleaner With Plug Pole Brush Head,Dyson,https://www.ebay.com/itm/167103754856,20614,3000,GB,Shoreham-by-sea,EBAY_GB,EBAY_IE
256645186310,✅ DYSON BALL 2 UP24 Vacuum Cleaner - Cleaned & Serviced ✅ 12 MONTH GUARANTEE ✅,Dyson,https://www.ebay.com/itm/256645186310?amdata=enc%3AAQAJAAAAoHoV3kP08IDx%2BKZ9MfhVJKmCKYPX1Wy74WaqL%2FRoU0INDR4OZE9SL83573eVNsnMzn8EwKv039JOopQjE8EFXilhGFOh7TL21g0Ji6IXXobbDOnM%2Bs%2FRmuWwaJ93gNyVEYvHL44rUUhqM9GC%2B8tEH8smPjitW4guz0HlIqsrHGTs5XTel27Un6MCRMlimNF%2B2hGBb0f%2F7POm9xFeCvvHie0%3D,20614,3000,GB,Northampton,EBAY_GB,EBAY_IE
126252246129,DYSON DC39 ANIMAL PURPLE - 1300W CYLINDER VACUUM CLEANER ✔ 30 DAY MONEY BACK! ✔,Dyson,https://www.ebay.com/itm/126252246129?amdata=enc%3AAQAJAAAAoHoV3kP08IDx%2BKZ9MfhVJKl501emQsI31vxPGt3jDXuI3KC7VUrWBxVMJXS7W9ciSJwqbR7OzX%2BiPaI1MLPmugmFdqMHOeOQpgTJebWrBAMqI%2BfpcHlH31QI9O1T8CEFUoTPXzvnVT2qdEUVOEaC%2FxdxympGvmPNx7ZB1e6LWCzgoXtRwGVCSrhzt24bIC2WXutFwoJa%2B4bQASV8tviwk2Q%3D,20614,3000,GB,Brighouse,EBAY_GB,EBAY_IE
186790773216,Dyson V11 Absolute Cordless Vacuum Cleaner - Purple/Silver - No Charger,Dyson,https://www.ebay.com/itm/186790773216?amdata=enc%3AAQAJAAAAoHoV3kP08IDx%2BKZ9MfhVJKlpkf%2Fm%2FZSGm9BrGVk5MV%2FEDK4UMfq3fw8WU0LQ6y6FUU4MSVBl6cCdGsX36pfyTtuBVnn4JgriuvmUmjXWNpLEm0xXsyhg6XRTWBVFHXvIB8Gek2h1bbKFnRBk7FJDPngyL%2Bn%2FBQ%2BWhLY0nEOMiwP9QQXTjXZd81zwQ3SxOr%2FObiGiL4st897ngZVkcQNm%2BpU%3D,20614,3000,GB,Camberley,EBAY_GB,EBAY_IE
226293322266,Genuine DYSON V7 CORDLESS BAGLESS VACUUM Cleaner,Dyson,https://www.ebay.com/itm/226293322266,20614,3000,GB,Peterborough,EBAY_GB,EBAY_IE
276727235664,Dyson V15 DETECT ABSOLUTE Vacuum Cleaner,Dyson,https://www.ebay.com/itm/276727235664?amdata=enc%3AAQAJAAAAoHoV3kP08IDx%2BKZ9MfhVJKmJ67CxWq7kfuHvcVPIX1YUV9%2BV64twCmlQwaKW3WB%2FFSRVvLJ4D1KDrP8y4uiX%2B1344HLbJkuRrkqCYNNoTyeHeS%2FTUi5bycVVsLVTN3eBerVSyFRhLxxxDJW3%2BOjkxCanLiPbTkAKXFF0L5p1HrlisXYhK%2BWz1zDwrWR2XVrLBOiR%2FqPWKl0XQH8FUFtRp14%3D,20614,3000,FR,Tours,EBAY_FR,EBAY_IE
375777969967,"Dyson V8 Digital Cordless Vacuum Cleaner, Thoroughly CLEANED!",Dyson,https://www.ebay.com/itm/375777969967,20614,3000,DE,Waghäusel,EBAY_DE,EBAY_IE
135074744843,New Dyson 360 Heurist RB02 Robot Vacuum Cleaner Cordless Bluetooth Japan AC100V,Dyson,https://www.ebay.com/itm/135074744843?amdata=enc%3AAQAJAAAAoHoV3kP08IDx%2BKZ9MfhVJKl5LVXkJ5IBf7UIYS75xLeUSCTGcrgj%2Fhjwz667L5EcGNvRvVlKIYPC8yF5jHcn69cfy9W4N6nmJs1kVTw%2FGchKLxXogSkhD9gixXMUSMAXB6W4A46B48oq57u51YQyi97IpYO6aZIZYEreoeg7xIr1Y8ZWRaXdEHvIGUIbpx2V5JYe50KQliZKBV2sYOvTPQE%3D,20614,1000,JP,Hamamatsu,EBAY_GB,EBAY_IE
276737515235,Dyson v8  cordless handheld vacuum cleaner Brand New Battery + New  Filter,Dyson,https://www.ebay.com/itm/276737515235,20614,3000,GB,Batley,EBAY_GB,EBAY_IE
405289711712,Dyson V15 Detect Absolute With Charger ( Cleaned ),Dyson,https://www.ebay.com/itm/405289711712,20614,3000,GB,Christchurch,EBAY_GB,EBAY_IE
256708171351,Dyson V10 Big Body Cyclone Purple Silver Main Motor Body*WORKING BUT DAMAGED*,Dyson,https://www.ebay.com/itm/256708171351,20614,3000,GB,London,EBAY_GB,EBAY_IE
